Comunidades y ciudades autónomas;Nacionalidad;Periodo;Total
15 navarra;De Centro América y Caribe;1 de enero de 2019;39
15 navarra;De Centro América y Caribe;1 de enero de 2018;3181
15 navarra;De Centro América y Caribe;1 de enero de 2017;2593
15 navarra;De Centro América y Caribe;1 de enero de 2016;246
15 navarra;De Centro América y Caribe;1 de enero de 2015;233
15 navarra;De Sudamérica;1 de enero de 2025;26537
15 navarra;De Sudamérica;1 de enero de 2024;24105
15 navarra;De Sudamérica;1 de enero de 2023;20848
15 navarra;De Sudamérica;1 de enero de 2022;16725
15 navarra;De Sudamérica;1 de enero de 2021;15737
15 navarra;De Sudamérica;1 de enero de 2020;14856
15 navarra;De Sudamérica;1 de enero de 2019;12201
15 navarra;De Sudamérica;1 de enero de 2018;10334
15 navarra;De Sudamérica;1 de enero de 2017;901
15 navarra;De Sudamérica;1 de enero de 2016;9356
15 navarra;De Sudamérica;1 de enero de 2015;9786
16 vascos;Española;1 de enero de 2025;2013978
16 vascos;Española;1 de enero de 2024;2013099
16 vascos;Española;1 de enero de 2023;2016088
16 vascos;Española;1 de enero de 2022;2024386
16 vascos;Española;1 de enero de 2021;2032391
16 vascos;Española;1 de enero de 2020;2040174
16 vascos;Española;1 de enero de 2019;2045321
16 vascos;Española;1 de enero de 2018;2049280
16 vascos;Española;1 de enero de 2017;2053731
16 vascos;Española;1 de enero de 2016;2052214
16 vascos;Española;1 de enero de 2015;2053882
16 vascos;País de la UE28 sin España;1 de enero de 2025;
16 vascos;País de la UE28 sin España;1 de enero de 2024;
16 vascos;País de la UE28 sin España;1 de enero de 2023;
16 vascos;País de la UE28 sin España;1 de enero de 2022;
16 vascos;País de la UE28 sin España;1 de enero de 2021;
16 vascos;País de la UE28 sin España;1 de enero de 2020;35228
16 vascos;País de la UE28 sin España;1 de enero de 2019;33464
16 vascos;País de la UE28 sin España;1 de enero de 2018;31922
16 vascos;País de la UE28 sin España;1 de enero de 2017;30783
16 vascos;País de la UE28 sin España;1 de enero de 2016;30385
16 vascos;País de la UE28 sin España;1 de enero de 2015;30461
16 vascos;De Africa;1 de enero de 2025;55492
16 vascos;De Africa;1 de enero de 2024;51689
16 vascos;De Africa;1 de enero de 2023;49439
16 vascos;De Africa;1 de enero de 2022;48434
16 vascos;De Africa;1 de enero de 2021;48349
16 vascos;De Africa;1 de enero de 2020;46796
16 vascos;De Africa;1 de enero de 2019;42986
16 vascos;De Africa;1 de enero de 2018;40039
16 vascos;De Africa;1 de enero de 2017;37068
16 vascos;De Africa;1 de enero de 2016;35701
16 vascos;De Africa;1 de enero de 2015;3331
16 vascos;De Centro América y Caribe;1 de enero de 2025;29471
16 vascos;De Centro América y Caribe;1 de enero de 2024;29529
16 vascos;De Centro América y Caribe;1 de enero de 2023;28087
16 vascos;De Centro América y Caribe;1 de enero de 2022;25181
16 vascos;De Centro América y Caribe;1 de enero de 2021;25668
16 vascos;De Centro América y Caribe;1 de enero de 2020;24001
16 vascos;De Centro América y Caribe;1 de enero de 2019;19192
16 vascos;De Centro América y Caribe;1 de enero de 2018;15448
16 vascos;De Centro América y Caribe;1 de enero de 2017;12627
16 vascos;De Centro América y Caribe;1 de enero de 2016;11472
16 vascos;De Centro América y Caribe;1 de enero de 2015;10535
16 vascos;De Sudamérica;1 de enero de 2025;75159
16 vascos;De Sudamérica;1 de enero de 2024;67091
16 vascos;De Sudamérica;1 de enero de 2023;57601
16 vascos;De Sudamérica;1 de enero de 2022;46782
16 vascos;De Sudamérica;1 de enero de 2021;45222
16 vascos;De Sudamérica;1 de enero de 2020;42092
16 vascos;De Sudamérica;1 de enero de 2019;34716
16 vascos;De Sudamérica;1 de enero de 2018;30589
16 vascos;De Sudamérica;1 de enero de 2017;27077
16 vascos;De Sudamérica;1 de enero de 2016;26918
16 vascos;De Sudamérica;1 de enero de 2015;27681
17 rioja;Española;1 de enero de 2025;278367
17 rioja;Española;1 de enero de 2024;27745
17 rioja;Española;1 de enero de 2023;277946
17 rioja;Española;1 de enero de 2022;278276
17 rioja;Española;1 de enero de 2021;279065
17 rioja;Española;1 de enero de 2020;279712
17 rioja;Española;1 de enero de 2019;279828
17 rioja;Española;1 de enero de 2018;280173
17 rioja;Española;1 de enero de 2017;28046
17 rioja;Española;1 de enero de 2016;280232
17 rioja;Española;1 de enero de 2015;28007
17 rioja;País de la UE28 sin España;1 de enero de 2025;
17 rioja;País de la UE28 sin España;1 de enero de 2024;
17 rioja;País de la UE28 sin España;1 de enero de 2023;
17 rioja;País de la UE28 sin España;1 de enero de 2022;
17 rioja;País de la UE28 sin España;1 de enero de 2021;
17 rioja;País de la UE28 sin España;1 de enero de 2020;15134
17 rioja;País de la UE28 sin España;1 de enero de 2019;14695
17 rioja;País de la UE28 sin España;1 de enero de 2018;14636
17 rioja;País de la UE28 sin España;1 de enero de 2017;14372
17 rioja;País de la UE28 sin España;1 de enero de 2016;14265
17 rioja;País de la UE28 sin España;1 de enero de 2015;14267
17 rioja;De Africa;1 de enero de 2025;12569
17 rioja;De Africa;1 de enero de 2024;12038
17 rioja;De Africa;1 de enero de 2023;11513
17 rioja;De Africa;1 de enero de 2022;11069
17 rioja;De Africa;1 de enero de 2021;10505
17 rioja;De Africa;1 de enero de 2020;10069
17 rioja;De Africa;1 de enero de 2019;9207
17 rioja;De Africa;1 de enero de 2018;8718
17 rioja;De Africa;1 de enero de 2017;851
17 rioja;De Africa;1 de enero de 2016;8655
17 rioja;De Africa;1 de enero de 2015;8844
17 rioja;De Centro América y Caribe;1 de enero de 2025;1948
17 rioja;De Centro América y Caribe;1 de enero de 2024;1772
17 rioja;De Centro América y Caribe;1 de enero de 2023;15
17 rioja;De Centro América y Caribe;1 de enero de 2022;1325
17 rioja;De Centro América y Caribe;1 de enero de 2021;1298
17 rioja;De Centro América y Caribe;1 de enero de 2020;1201
17 rioja;De Centro América y Caribe;1 de enero de 2019;956
17 rioja;De Centro América y Caribe;1 de enero de 2018;830
17 rioja;De Centro América y Caribe;1 de enero de 2017;762
17 rioja;De Centro América y Caribe;1 de enero de 2016;730
17 rioja;De Centro América y Caribe;1 de enero de 2015;730
17 rioja;De Sudamérica;1 de enero de 2025;1238
17 rioja;De Sudamérica;1 de enero de 2024;1111
17 rioja;De Sudamérica;1 de enero de 2023;9318
17 rioja;De Sudamérica;1 de enero de 2022;7536
17 rioja;De Sudamérica;1 de enero de 2021;7222
17 rioja;De Sudamérica;1 de enero de 2020;665
17 rioja;De Sudamérica;1 de enero de 2019;5742
17 rioja;De Sudamérica;1 de enero de 2018;5206
17 rioja;De Sudamérica;1 de enero de 2017;496
17 rioja;De Sudamérica;1 de enero de 2016;5158
17 rioja;De Sudamérica;1 de enero de 2015;5484
18 ceuta;Española;1 de enero de 2025;7826
18 ceuta;Española;1 de enero de 2024;78188
18 ceuta;Española;1 de enero de 2023;7814
18 ceuta;Española;1 de enero de 2022;78121
18 ceuta;Española;1 de enero de 2021;78583
18 ceuta;Española;1 de enero de 2020;78912
18 ceuta;Española;1 de enero de 2019;79518
18 ceuta;Española;1 de enero de 2018;79618
18 ceuta;Española;1 de enero de 2017;79597
18 ceuta;Española;1 de enero de 2016;79403
18 ceuta;Española;1 de enero de 2015;7966
18 ceuta;País de la UE28 sin España;1 de enero de 2025;
18 ceuta;País de la UE28 sin España;1 de enero de 2024;
18 ceuta;País de la UE28 sin España;1 de enero de 2023;
18 ceuta;País de la UE28 sin España;1 de enero de 2022;
18 ceuta;País de la UE28 sin España;1 de enero de 2021;
18 ceuta;País de la UE28 sin España;1 de enero de 2020;268
18 ceuta;País de la UE28 sin España;1 de enero de 2019;269
18 ceuta;País de la UE28 sin España;1 de enero de 2018;298
18 ceuta;País de la UE28 sin España;1 de enero de 2017;278
18 ceuta;País de la UE28 sin España;1 de enero de 2016;292
18 ceuta;País de la UE28 sin España;1 de enero de 2015;322
18 ceuta;De Africa;1 de enero de 2025;4692
18 ceuta;De Africa;1 de enero de 2024;4424
18 ceuta;De Africa;1 de enero de 2023;4344
18 ceuta;De Africa;1 de enero de 2022;4383
18 ceuta;De Africa;1 de enero de 2021;4914
18 ceuta;De Africa;1 de enero de 2020;5021
18 ceuta;De Africa;1 de enero de 2019;5002
18 ceuta;De Africa;1 de enero de 2018;5106
18 ceuta;De Africa;1 de enero de 2017;4831
18 ceuta;De Africa;1 de enero de 2016;4556
18 ceuta;De Africa;1 de enero de 2015;4252
18 ceuta;De Centro América y Caribe;1 de enero de 2025;31
18 ceuta;De Centro América y Caribe;1 de enero de 2024;28
18 ceuta;De Centro América y Caribe;1 de enero de 2023;28
18 ceuta;De Centro América y Caribe;1 de enero de 2022;19
18 ceuta;De Centro América y Caribe;1 de enero de 2021;16
18 ceuta;De Centro América y Caribe;1 de enero de 2020;16
18 ceuta;De Centro América y Caribe;1 de enero de 2019;20
18 ceuta;De Centro América y Caribe;1 de enero de 2018;20
18 ceuta;De Centro América y Caribe;1 de enero de 2017;22
18 ceuta;De Centro América y Caribe;1 de enero de 2016;24
18 ceuta;De Centro América y Caribe;1 de enero de 2015;24
18 ceuta;De Sudamérica;1 de enero de 2025;117
18 ceuta;De Sudamérica;1 de enero de 2024;108
18 ceuta;De Sudamérica;1 de enero de 2023;98
18 ceuta;De Sudamérica;1 de enero de 2022;87
18 ceuta;De Sudamérica;1 de enero de 2021;89
18 ceuta;De Sudamérica;1 de enero de 2020;96
18 ceuta;De Sudamérica;1 de enero de 2019;95
18 ceuta;De Sudamérica;1 de enero de 2018;92
18 ceuta;De Sudamérica;1 de enero de 2017;94
18 ceuta;De Sudamérica;1 de enero de 2016;99
18 ceuta;De Sudamérica;1 de enero de 2015;108
19 melilla;Española;1 de enero de 2025;74986
19 melilla;Española;1 de enero de 2024;74866
19 melilla;Española;1 de enero de 2023;74166
19 melilla;Española;1 de enero de 2022;73647
19 melilla;Española;1 de enero de 2021;73919
19 melilla;Española;1 de enero de 2020;73913
19 melilla;Española;1 de enero de 2019;73692
19 melilla;Española;1 de enero de 2018;7343
19 melilla;Española;1 de enero de 2017;73582
19 melilla;Española;1 de enero de 2016;73383
19 melilla;Española;1 de enero de 2015;73505
19 melilla;País de la UE28 sin España;1 de enero de 2025;
19 melilla;País de la UE28 sin España;1 de enero de 2024;
19 melilla;País de la UE28 sin España;1 de enero de 2023;
19 melilla;País de la UE28 sin España;1 de enero de 2022;
19 melilla;País de la UE28 sin España;1 de enero de 2021;
19 melilla;País de la UE28 sin España;1 de enero de 2020;816
19 melilla;País de la UE28 sin España;1 de enero de 2019;813
19 melilla;País de la UE28 sin España;1 de enero de 2018;847
19 melilla;País de la UE28 sin España;1 de enero de 2017;869
19 melilla;País de la UE28 sin España;1 de enero de 2016;940
19 melilla;País de la UE28 sin España;1 de enero de 2015;1012
19 melilla;De Africa;1 de enero de 2025;9938
19 melilla;De Africa;1 de enero de 2024;9787
19 melilla;De Africa;1 de enero de 2023;10179
19 melilla;De Africa;1 de enero de 2022;10207
19 melilla;De Africa;1 de enero de 2021;11342
19 melilla;De Africa;1 de enero de 2020;11436
19 melilla;De Africa;1 de enero de 2019;11468
19 melilla;De Africa;1 de enero de 2018;11384
19 melilla;De Africa;1 de enero de 2017;11043
19 melilla;De Africa;1 de enero de 2016;10675
19 melilla;De Africa;1 de enero de 2015;10032
19 melilla;De Centro América y Caribe;1 de enero de 2025;65
19 melilla;De Centro América y Caribe;1 de enero de 2024;54
19 melilla;De Centro América y Caribe;1 de enero de 2023;53
19 melilla;De Centro América y Caribe;1 de enero de 2022;40
19 melilla;De Centro América y Caribe;1 de enero de 2021;41
19 melilla;De Centro América y Caribe;1 de enero de 2020;34
19 melilla;De Centro América y Caribe;1 de enero de 2019;29
19 melilla;De Centro América y Caribe;1 de enero de 2018;29
19 melilla;De Centro América y Caribe;1 de enero de 2017;24
19 melilla;De Centro América y Caribe;1 de enero de 2016;28
19 melilla;De Centro América y Caribe;1 de enero de 2015;25
19 melilla;De Sudamérica;1 de enero de 2025;1133
19 melilla;De Sudamérica;1 de enero de 2024;320
19 melilla;De Sudamérica;1 de enero de 2023;147
19 melilla;De Sudamérica;1 de enero de 2022;132
19 melilla;De Sudamérica;1 de enero de 2021;129
19 melilla;De Sudamérica;1 de enero de 2020;113
19 melilla;De Sudamérica;1 de enero de 2019;109
19 melilla;De Sudamérica;1 de enero de 2018;122
19 melilla;De Sudamérica;1 de enero de 2017;132
19 melilla;De Sudamérica;1 de enero de 2016;153
19 melilla;De Sudamérica;1 de enero de 2015;179
